ra,ano,fase_original,fase,fase_ideal_original,fase_ideal,idade,flag_idade_formato_excel,ano_nascimento,genero,ano_ingresso,tipo_instituicao,ian,ida,ieg,iaa,ips,ipp,ipv,flag_ipp_ausencia_estrutural,nota_matematica,nota_portugues,nota_ingles,quantidade_avaliacoes,avaliadores_preenchidos,defasagem,defasagem_calculada,classe_defasagem,inde_original,inde,motivo_inde_ausente,pedra_original,pedra,flag_defasagem_inconsistente,flag_iaa_zero,flag_ieg_zero,flag_ieg_zero_ida_ausente,flag_ingles_ausente_fase_0_2,flag_quantidade_avaliacoes_divergente,flag_conflito_ano_nascimento,flag_conflito_ano_ingresso,flag_conflito_genero,flag_ian_fora_escala,flag_ida_fora_escala,flag_ieg_fora_escala,flag_iaa_fora_escala,flag_ips_fora_escala,flag_ipp_fora_escala,flag_ipv_fora_escala
RA-398,2023,FASE 3,3,Fase 2 (5° e 6° ano),2,11.0,True,2012,Feminino,2022,Pública,10.0,6.5,8.1,6.7,2.52,7.5,7.7925,False,9.3,5.8,4.5,4.0,4,1,1,Em fase,7.153766667,7.153766667,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-398,2024,3U,3,Fase 3 (7° e 8° ano),3,12.0,False,2012,Feminino,2022,Pública,10.0,8.0,5.733333333333333,7.083,7.51,7.291666667,6.553333333,False,8.5,7.5,8.0,3.0,3,0,0,Em fase,7.2457999999666685,7.2457999999666685,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-399,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2022,Escola Pública,5.0,4.3,9.3,6.8,5.6,,7.5,True,3.0,5.5,,3.0,3,-1,-1,Moderada,6.58,6.58,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-399,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,True,2010,Feminino,2022,Pública,10.0,4.7,8.2,7.9,2.52,7.5,8.165,False,5.0,4.2,4.8,4.0,4,0,0,Em fase,7.000033333,7.000033333,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-4,2022,7,7,Fase 7 (3º EM),7,17.0,False,2005,Masculino,2017,Rede Decisão,10.0,5.0,4.5,8.8,5.6,,5.278,True,2.8,3.5,8.7,4.0,4,0,0,Em fase,5.951,5.951,nao_ausente,Quartzo,Quartzo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-40,2022,5,5,Fase 6 (2º EM),6,16.0,False,2006,Feminino,2016,Rede Decisão,5.0,6.8,7.8,7.9,7.5,,7.75,True,4.7,7.3,8.4,3.0,4,-1,-1,Moderada,7.203,7.203,nao_ausente,Ametista,Ametista,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
RA-40,2023,FASE 6,6,Fase 7 (3° EM),7,17.0,False,2006,Feminino,2016,Privada - Programa de Apadrinhamento,5.0,5.9,8.2,7.5,7.52,7.96875,7.755,False,6.2,5.7,5.8,4.0,4,-1,-1,Moderada,7.169975,7.169975,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-40,2024,7A,7,Fase 7 (3° EM),7,18.0,False,2006,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,5.333333333333333,7.211257310000001,7.083,8.13,8.125,6.276666667,False,3.5,6.0,6.5,3.0,3,0,0,Em fase,7.098051462066667,7.098051462066667,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-400,2022,2,2,Fase 4 (9º ano),4,14.0,False,2008,Masculino,2018,Escola Pública,5.0,1.7,8.5,9.0,5.0,,7.444,True,1.2,2.2,,3.0,3,-2,-2,Moderada,6.042,6.042,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-400,2023,FASE 3,3,Fase 4 (9° ano),4,14.0,True,2008,Masculino,2018,Pública,5.0,4.1,9.0,9.2,2.52,7.65625,7.375,False,4.8,4.7,2.8,4.0,4,-1,-1,Moderada,6.529425,6.529425,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-401,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2021,Escola Pública,5.0,4.3,9.6,6.9,7.5,,6.722,True,3.7,5.0,,3.0,3,-1,-1,Moderada,6.645,6.645,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-401,2023,FASE 2,2,Fase 3 (7° e 8° ano),3,12.0,False,2010,Feminino,2021,Pública,5.0,7.3,8.1,4.0,2.52,7.083333333,7.116666667,False,6.3,8.3,,3.0,3,-1,-1,Moderada,6.363666667,6.363666667,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-401,2024,3L,3,Fase 3 (7° e 8° ano),3,14.0,False,2010,Feminino,2021,Pública,10.0,4.833333333333333,6.839473684333334,6.666,6.885,6.5625,6.915,False,7.0,5.0,2.5,4.0,4,0,0,Em fase,6.728911403533334,6.728911403533334,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-402,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2019,Escola Pública,5.0,3.0,3.7,9.0,5.0,,7.222,True,4.3,1.7,,3.0,3,-1,-1,Moderada,5.261,5.261,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-402,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,False,2010,Feminino,2019,Pública,10.0,4.2,7.3,9.2,2.52,7.8125,6.88,False,4.7,4.0,4.0,4.0,4,0,0,Em fase,6.632716667,6.632716667,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-402,2024,4M,4,Fase 4 (9° ano),4,14.0,False,2010,Feminino,2021,Pública,10.0,4.166666666666667,3.074074074,7.5,6.26,6.354166667,6.1175,False,3.0,3.5,6.0,4.0,4,0,0,Em fase,5.683064814833333,5.683064814833333,nao_ausente,Quartzo,Quartzo,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-403,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Masculino,2020,Escola Pública,5.0,6.3,9.3,9.5,7.5,,7.5,True,6.5,6.2,,3.0,3,-1,-1,Moderada,7.455,7.455,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-403,2023,FASE 2,2,Fase 3 (7° e 8° ano),3,13.0,True,2010,Masculino,2020,Pública,5.0,7.8,8.8,8.5,6.27,7.291666667,8.45,False,6.8,8.8,,3.0,3,-1,-1,Moderada,7.716366667,7.716366667,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-403,2024,3K,3,Fase 3 (7° e 8° ano),3,14.0,False,2010,Masculino,2021,Pública,10.0,7.666666666666667,7.361111111,8.751,7.51,8.541666667,7.613333333,False,6.0,8.0,9.0,3.0,3,0,0,Em fase,8.008488888833334,8.008488888833334,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-404,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2020,Escola Pública,5.0,5.3,7.3,9.0,7.5,,6.944,True,4.0,6.5,,3.0,3,-1,-1,Moderada,6.658,6.658,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-404,2023,FASE 2,2,Fase 3 (7° e 8° ano),3,13.0,True,2010,Feminino,2020,Pública,5.0,6.0,8.3,7.9,5.02,6.875,6.89,False,4.7,7.2,,3.0,3,-1,-1,Moderada,6.7093,6.7093,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-404,2024,3M,3,Fase 3 (7° e 8° ano),3,14.0,False,2010,Feminino,2021,Pública,10.0,5.666666666666667,6.286274509666666,8.334,2.51,7.5,6.998,False,6.0,5.0,6.0,5.0,5,0,0,Em fase,6.624588235266668,6.624588235266668,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-405,2022,2,2,Fase 3 (7º e 8º ano),3,13.0,False,2009,Masculino,2016,Escola Pública,5.0,3.3,6.2,9.5,5.0,,6.0,True,2.7,3.8,,3.0,3,-1,-1,Moderada,5.661,5.661,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-406,2022,2,2,Fase 3 (7º e 8º ano),3,13.0,False,2009,Feminino,2019,Escola Pública,5.0,6.6,9.5,9.5,7.5,,7.333,True,5.4,7.8,,3.0,3,-1,-1,Moderada,7.496,7.496,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-407,2022,2,2,Fase 3 (7º e 8º ano),3,13.0,False,2009,Masculino,2022,Escola Pública,5.0,6.0,9.3,8.5,7.5,,7.056,True,4.0,8.0,,3.0,3,-1,-1,Moderada,7.195,7.195,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-407,2023,FASE 3,3,Fase 4 (9° ano),4,14.0,False,2009,Masculino,2022,Pública,5.0,7.3,8.6,9.6,7.52,7.8125,7.5,False,7.3,7.2,7.3,4.0,4,-1,-1,Moderada,7.665083333,7.665083333,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-407,2024,4L,4,Fase 4 (9° ano),4,15.0,False,2009,Masculino,2022,Pública,10.0,3.6666666666666665,7.614522417333333,8.334,6.26,7.96875,7.875,False,2.0,5.0,4.0,4.0,4,0,0,Em fase,7.0875128168,7.0875128168,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-408,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2022,Escola Pública,5.0,3.3,9.7,8.0,7.5,,7.333,True,1.0,5.5,,3.0,3,-1,-1,Moderada,6.725,6.725,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-408,2023,FASE 2,2,Fase 3 (7° e 8° ano),3,13.0,False,2010,Feminino,2022,Pública,5.0,6.8,8.5,7.9,3.77,8.333333333,8.45,False,6.0,7.5,,3.0,3,-1,-1,Moderada,7.242133333,7.242133333,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-408,2024,3K,3,Fase 3 (7° e 8° ano),3,14.0,False,2010,Feminino,2022,Pública,10.0,4.833333333333333,4.981481481666667,7.5,7.51,7.083333333,6.776666667,False,3.0,5.5,6.0,3.0,3,0,0,Em fase,6.5276296297,6.5276296297,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-409,2022,2,2,Fase 2 (5º e 6º ano),2,11.0,False,2011,Feminino,2022,Escola Pública,10.0,7.8,9.7,7.9,7.5,,7.5,True,6.0,9.5,,3.0,3,0,0,Em fase,8.15,8.15,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-409,2023,FASE 2,2,Fase 3 (7° e 8° ano),3,12.0,True,2011,Feminino,2022,Pública,5.0,8.0,9.5,8.4,2.52,7.916666667,8.73,False,6.2,9.7,,3.0,3,-1,-1,Moderada,7.621466667,7.621466667,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-409,2024,3K,3,Fase 3 (7° e 8° ano),3,13.0,False,2011,Feminino,2022,Pública,10.0,7.166666666666667,9.231481481333333,9.585,7.51,7.916666667,7.223333333,False,7.0,7.5,7.0,3.0,3,0,0,Em fase,8.225462962900002,8.225462962900002,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-41,2022,5,5,Fase 7 (3º EM),7,17.0,False,2005,Masculino,2018,Escola Pública,5.0,5.6,6.1,9.2,5.0,,4.375,True,6.3,2.5,8.0,3.0,4,-2,-2,Moderada,5.581,5.581,nao_ausente,Quartzo,Quartzo,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
RA-410,2022,2,2,Fase 4 (9º ano),4,14.0,False,2008,Masculino,2018,Escola Pública,5.0,2.0,6.5,7.4,6.3,,7.444,True,2.0,2.0,,3.0,3,-2,-2,Moderada,5.675,5.675,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-410,2023,FASE 3,3,Fase 4 (9° ano),4,14.0,True,2008,Masculino,2018,Pública,5.0,4.9,5.8,8.8,7.52,6.71875,6.0425,False,5.0,4.8,4.8,4.0,4,-1,-1,Moderada,6.140808333,6.140808333,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-411,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2019,Escola Pública,5.0,7.1,8.6,6.4,7.5,,7.833,True,6.7,7.5,,3.0,3,-1,-1,Moderada,7.232,7.232,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-411,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,False,2010,Feminino,2019,Privada,10.0,6.6,9.0,6.2,7.52,7.8125,7.5425,False,5.7,6.7,7.3,4.0,4,0,0,Em fase,7.779983333,7.779983333,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-411,2024,4M,4,Fase 4 (9° ano),4,14.0,False,2010,Feminino,2021,Privada,10.0,4.833333333333333,9.148148147999999,7.083,5.635,7.291666667,7.4125,False,3.5,7.0,4.0,4.0,4,0,0,Em fase,7.279762962966667,7.279762962966667,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-412,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2018,Escola Pública,5.0,7.3,9.0,8.5,7.5,,7.778,True,6.5,8.2,,3.0,3,-1,-1,Moderada,7.556,7.556,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-412,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,False,2010,Feminino,2018,Pública,10.0,6.2,8.9,8.8,2.52,7.03125,7.585,False,5.8,5.2,7.7,4.0,4,0,0,Em fase,7.373891667,7.373891667,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-412,2024,4M,4,Fase 4 (9° ano),4,14.0,False,2010,Feminino,2021,Pública,10.0,7.333333333333333,8.456140351,8.334,6.26,8.020833333,8.125,False,8.0,6.0,8.0,4.0,4,0,0,Em fase,8.044378070166667,8.044378070166667,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-413,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2022,Escola Pública,5.0,4.7,8.7,6.4,5.6,,7.056,True,4.2,5.2,,3.0,3,-1,-1,Moderada,6.408,6.408,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-413,2023,FASE 2,2,Fase 3 (7° e 8° ano),3,13.0,False,2010,Feminino,2022,Pública,5.0,6.3,8.9,7.9,2.52,7.291666667,7.503333333,False,5.8,6.7,,3.0,3,-1,-1,Moderada,6.803633333,6.803633333,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-414,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2021,Escola Pública,5.0,5.9,9.3,8.0,7.5,,7.667,True,5.7,6.2,,3.0,3,-1,-1,Moderada,7.284,7.284,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-414,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,False,2010,Feminino,2021,Pública,10.0,6.5,9.5,0.0,7.52,7.8125,7.585,False,6.0,7.0,6.5,4.0,4,0,0,Em fase,7.25025,7.25025,nao_ausente,Ametista,Ametista,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-414,2024,3L,3,Fase 3 (7° e 8° ano),3,14.0,False,2010,Feminino,2021,Pública,10.0,6.0,8.429629629666666,7.917,7.51,6.25,5.67,False,9.0,3.0,6.0,4.0,4,0,0,Em fase,7.187625925933334,7.187625925933334,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-415,2022,2,2,Fase 2 (5º e 6º ano),2,11.0,False,2011,Feminino,2019,Escola Pública,10.0,6.2,8.3,8.0,7.5,,8.056,True,4.8,7.5,,3.0,3,0,0,Em fase,7.695,7.695,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-415,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,12.0,False,2011,Feminino,2019,Pública,10.0,3.7,8.2,7.1,7.52,7.8125,7.8325,False,2.8,4.0,4.3,4.0,4,0,0,Em fase,7.18805,7.18805,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-416,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Masculino,2018,Rede Decisão,5.0,7.2,9.3,9.5,8.8,,8.222,True,6.7,7.7,,3.0,3,-1,-1,Moderada,7.913,7.913,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-416,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,False,2010,Masculino,2018,Privada - Programa de Apadrinhamento,10.0,7.6,9.8,9.2,2.52,8.28125,8.3375,False,7.0,7.0,8.8,4.0,4,0,0,Em fase,8.144425,8.144425,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-416,2024,4M,4,Fase 3 (7° e 8° ano),3,14.0,False,2010,Masculino,2021,Privada - Programa de Apadrinhamento,10.0,8.0,8.972709551666666,8.751,7.51,8.541666667,9.13,False,8.0,7.5,8.5,4.0,4,1,1,Em fase,8.700808577033333,8.700808577033333,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-417,2022,2,2,Fase 3 (7º e 8º ano),3,13.0,False,2009,Feminino,2022,Escola Pública,5.0,8.0,10.0,10.0,7.5,,9.556,True,6.0,10.0,,3.0,3,-1,-1,Moderada,8.428,8.428,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-417,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,True,2009,Feminino,2022,Pública,10.0,7.8,9.7,5.4,7.52,8.28125,8.2125,False,6.7,8.3,8.3,4.0,4,0,0,Em fase,8.257658333,8.257658333,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-417,2024,4L,4,Fase 4 (9° ano),4,14.0,False,2009,Feminino,2022,Pública,10.0,8.833333333333334,8.401559454333333,8.334,7.51,8.4375,8.2925,False,9.0,10.0,7.5,4.0,4,0,0,Em fase,8.533628557533333,8.533628557533333,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-418,2022,2,2,Fase 2 (5º e 6º ano),2,10.0,False,2012,Feminino,2020,Rede Decisão,10.0,7.5,9.4,8.0,7.5,,8.222,True,6.5,8.5,,3.0,3,0,0,Em fase,8.175,8.175,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-418,2023,FASE 3,3,Fase 2 (5° e 6° ano),2,11.0,True,2012,Feminino,2020,Privada - Programa de Apadrinhamento,10.0,8.1,10.0,8.8,2.52,8.125,8.045,False,6.7,8.3,9.3,4.0,4,1,1,Em fase,8.1686,8.1686,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-418,2024,4M,4,Fase 3 (7° e 8° ano),3,12.0,False,2012,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,9.333333333333334,10.0,8.751,7.51,8.229166667,9.0475,False,9.5,8.5,10.0,4.0,4,1,1,Em fase,9.125183333366667,9.125183333366667,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-419,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2019,Rede Decisão,5.0,6.9,9.2,7.5,5.6,,8.389,True,5.3,8.5,,3.0,3,-1,-1,Moderada,7.359,7.359,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-419,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,True,2010,Feminino,2019,Privada - Programa de Apadrinhamento,10.0,7.6,9.5,6.7,2.52,8.125,7.875,False,7.0,7.3,8.5,4.0,4,0,0,Em fase,7.7261,7.7261,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-419,2024,4M,4,Fase 3 (7° e 8° ano),3,14.0,False,2010,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,8.166666666666666,9.382456140666667,7.083,6.26,8.020833333,8.5475,False,6.5,8.0,10.0,4.0,4,1,1,Em fase,8.355707894766669,8.355707894766669,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-42,2022,5,5,Fase 5 (1º EM),5,15.0,False,2007,Masculino,2019,Rede Decisão,10.0,4.8,7.9,8.3,5.6,,6.083,True,3.7,4.5,6.2,3.0,4,0,0,Em fase,6.72,6.72,nao_ausente,Ágata,Ágata,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
RA-42,2023,FASE 5,5,Fase 6 (2° EM),6,16.0,True,2007,Masculino,2019,Privada - Programa de Apadrinhamento,5.0,5.7,8.6,8.8,5.63,6.5625,6.6675,False,6.3,4.2,6.7,4.0,4,-1,-1,Moderada,6.794516667,6.794516667,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-42,2024,6A,6,Fase 7 (3° EM),7,17.0,False,2007,Masculino,2021,Pública,5.0,8.166666666666666,9.682539682666667,9.168,5.635,6.796875,7.134,False,9.0,7.5,8.0,5.0,5,-1,-1,Moderada,7.656628769866667,7.656628769866667,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-420,2022,2,2,Fase 2 (5º e 6º ano),2,11.0,False,2011,Feminino,2019,Rede Decisão,10.0,4.5,9.0,9.5,5.6,,8.0,True,1.3,7.7,,3.0,3,0,0,Em fase,7.461,7.461,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-420,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,12.0,True,2011,Feminino,2019,Privada - Programa de Apadrinhamento,10.0,5.3,9.3,8.3,2.52,7.65625,7.96,False,5.7,5.8,4.3,4.0,4,0,0,Em fase,7.356358333,7.356358333,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-420,2024,4M,4,Fase 3 (7° e 8° ano),3,13.0,False,2011,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,4.0,9.557894737,8.334,6.26,7.8125,7.96,False,3.0,4.5,4.5,4.0,4,1,1,Em fase,7.544228947400001,7.544228947400001,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-421,2022,2,2,Fase 2 (5º e 6º ano),2,11.0,False,2011,Masculino,2021,Escola Pública,10.0,8.8,9.3,8.5,7.5,,9.111,True,9.2,8.5,,3.0,3,0,0,Em fase,8.717,8.717,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-421,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,12.0,True,2011,Masculino,2021,Pública,10.0,7.3,9.9,9.2,2.52,7.8125,8.17,False,8.0,6.2,7.8,4.0,4,0,0,Em fase,8.030716667,8.030716667,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
